generation fossil gas,generation fossil oil,generation hydro pumped storage consumption,generation hydro water reservoir,generation solar,forecast solar day ahead,total load actual,price day ahead,total load forecast
5534.0,307.0,0.0,3109.0,4640.0,4549.0,31497.0,54.04,31860.0
5579.0,307.0,0.0,3183.0,5031.0,4978.0,32003.0,54.1,32183.0
5585.0,317.0,0.0,3044.0,5159.0,5232.0,32161.0,53.66,32209.0
5679.0,319.0,0.0,2128.0,5252.0,5262.0,31222.0,52.46,31265.0
5573.0,319.0,0.0,1959.0,5200.0,5085.0,30571.0,51.66,30656.0
5556.0,296.0,0.0,1464.0,5007.0,4802.0,30476.0,51.04,30549.0
5596.0,303.0,0.0,1298.0,4632.0,4419.0,30484.0,50.3,30513.0
5307.0,320.0,0.0,1231.0,4109.0,3825.0,30064.0,48.25,30146.0
5268.0,317.0,74.0,1231.0,3275.0,2970.0,29797.0,45.98,30001.0
5259.0,315.0,2.0,1419.0,1865.0,1869.0,29990.0,50.03,30112.0
5180.0,317.0,0.0,1986.0,882.0,1014.0,30708.0,51.57,30829.0
4785.0,324.0,0.0,1423.0,681.0,695.0,29510.0,50.03,29485.0
4570.0,325.0,1.0,934.0,664.0,622.0,26890.0,46.11,26924.0
4230.0,313.0,330.0,1093.0,649.0,598.0,25329.0,46.56,25626.0
4151.0,304.0,599.0,879.0,641.0,601.0,24077.0,43.62,24354.0
3933.0,303.0,857.0,779.0,577.0,561.0,23198.0,40.2,23492.0
3785.0,297.0,923.0,663.0,520.0,501.0,22960.0,40.19,23110.0
3794.0,292.0,760.0,687.0,491.0,463.0,22799.0,40.14,22971.0
3864.0,303.0,661.0,745.0,437.0,390.0,23216.0,40.19,23395.0
4304.0,305.0,217.0,833.0,280.0,259.0,25036.0,44.02,25185.0
4713.0,305.0,0.0,1139.0,359.0,413.0,27497.0,45.08,27649.0
4672.0,313.0,0.0,1786.0,1153.0,1336.0,29640.0,50.12,29818.0
4454.0,315.0,0.0,1908.0,3058.0,3042.0,30870.0,50.21,31047.0
4360.0,317.0,0.0,1928.0,4462.0,4183.0,31638.0,50.0,31591.0
4696.0,320.0,0.0,2057.0,5046.0,4951.0,32250.0,48.07,31991.0
4660.0,315.0,0.0,1901.0,5277.0,5353.0,32805.0,48.38,32535.0
4775.0,312.0,0.0,1794.0,5410.0,5510.0,33003.0,48.11,32707.0
4676.0,321.0,0.0,1268.0,5411.0,5425.0,32069.0,47.39,31725.0
4732.0,321.0,0.0,1245.0,5310.0,5284.0,31450.0,46.25,31148.0
4725.0,320.0,0.0,1480.0,5081.0,5029.0,31491.0,46.84,31037.0
4853.0,318.0,0.0,1822.0,4625.0,4618.0,31503.0,46.84,31074.0
4583.0,320.0,0.0,1589.0,4116.0,3929.0,31118.0,45.76,30617.0
4927.0,323.0,0.0,1415.0,3219.0,2934.0,30851.0,47.3,30398.0
4804.0,324.0,0.0,1739.0,1849.0,1730.0,30780.0,50.21,30632.0
4660.0,324.0,0.0,2079.0,869.0,1012.0,31330.0,51.9,31094.0
4738.0,326.0,0.0,1445.0,657.0,677.0,30129.0,50.0,29810.0
4722.0,325.0,0.0,780.0,645.0,607.0,27520.0,45.11,27398.0
4039.0,307.0,0.0,1097.0,643.0,580.0,26053.0,43.55,26030.0
3931.0,302.0,97.0,1114.0,640.0,556.0,24727.0,40.14,24650.0
3967.0,299.0,440.0,736.0,633.0,546.0,23826.0,39.2,23706.0
3921.0,301.0,512.0,692.0,632.0,551.0,23421.0,39.19,23313.0
3902.0,299.0,538.0,695.0,605.0,531.0,23315.0,39.2,23193.0
4028.0,300.0,348.0,787.0,552.0,480.0,23803.0,40.19,23591.0
3880.0,306.0,210.0,1178.0,367.0,311.0,25425.0,43.64,25277.0
4174.0,317.0,49.0,1377.0,413.0,478.0,27817.0,45.98,27810.0
4846.0,326.0,0.0,1685.0,1173.0,1375.0,30057.0,50.17,30012.0
5217.0,328.0,0.0,2042.0,2707.0,2949.0,31221.0,50.5,31293.0
5254.0,327.0,0.0,1772.0,4123.0,4127.0,31967.0,50.5,32071.0
5209.0,324.0,0.0,2266.0,4860.0,4588.0,32648.0,50.52,32622.0
5250.0,322.0,0.0,2850.0,5172.0,5103.0,33289.0,50.54,33258.0
5349.0,320.0,0.0,2771.0,5273.0,5313.0,33339.0,50.5,33428.0
5177.0,319.0,0.0,2309.0,5301.0,5270.0,32374.0,50.38,32533.0
5272.0,312.0,0.0,2719.0,5173.0,5115.0,31920.0,50.5,32073.0
5333.0,318.0,0.0,2439.0,4936.0,4806.0,31986.0,50.54,32017.0
5435.0,319.0,0.0,2606.0,4500.0,4395.0,32069.0,51.01,32048.0
5375.0,316.0,0.0,2385.0,3834.0,3685.0,31697.0,51.26,31674.0
5403.0,315.0,0.0,2885.0,2824.0,2705.0,31417.0,52.1,31309.0
5194.0,305.0,0.0,3295.0,1496.0,1610.0,31135.0,52.54,31308.0
5123.0,317.0,0.0,3435.0,751.0,857.0,31522.0,53.65,31754.0
5169.0,324.0,0.0,3047.0,625.0,596.0,30396.0,52.21,30466.0
5096.0,324.0,0.0,1669.0,604.0,574.0,27772.0,52.01,27919.0
5210.0,308.0,123.0,1405.0,554.0,537.0,26415.0,52.19,26608.0
5043.0,299.0,259.0,882.0,553.0,527.0,25034.0,50.49,25259.0
5182.0,297.0,418.0,864.0,496.0,456.0,24141.0,47.57,24252.0
5069.0,295.0,418.0,748.0,369.0,380.0,23810.0,47.66,23857.0
5130.0,294.0,418.0,863.0,210.0,343.0,23622.0,49.06,23681.0
5268.0,297.0,293.0,1024.0,145.0,179.0,23950.0,50.59,24051.0
5734.0,302.0,209.0,2051.0,78.0,101.0,25470.0,53.79,25708.0
6398.0,315.0,56.0,2701.0,279.0,323.0,27837.0,54.04,28095.0
6424.0,317.0,0.0,4019.0,994.0,1180.0,30056.0,54.89,30297.0
6361.0,317.0,0.0,4932.0,2556.0,2662.0,31575.0,54.93,31567.0
6313.0,317.0,0.0,4749.0,4099.0,3779.0,32467.0,54.69,32375.0
6396.0,316.0,0.0,4160.0,4772.0,4546.0,33184.0,54.5,33083.0
6586.0,315.0,0.0,4279.0,5123.0,5099.0,33820.0,54.69,33812.0
6731.0,318.0,0.0,3880.0,5248.0,5223.0,33991.0,54.5,34104.0
6858.0,318.0,0.0,2753.0,5171.0,5085.0,33104.0,54.04,33190.0
6918.0,320.0,0.0,2616.0,4941.0,4887.0,32609.0,54.04,32711.0
7147.0,318.0,0.0,3345.0,4571.0,4518.0,32724.0,54.04,32777.0
7076.0,316.0,0.0,3493.0,3980.0,3902.0,32855.0,54.04,32752.0
7167.0,319.0,0.0,3332.0,3351.0,3169.0,32304.0,52.7,32301.0
7069.0,324.0,0.0,3271.0,2471.0,2358.0,31816.0,53.02,31945.0
7045.0,322.0,0.0,3178.0,1325.0,1434.0,31591.0,53.66,31648.0
6813.0,322.0,0.0,3051.0,696.0,835.0,31854.0,55.89,32199.0
6901.0,326.0,0.0,2436.0,580.0,552.0,30641.0,54.89,30977.0
6535.0,326.0,6.0,1722.0,545.0,526.0,28262.0,53.65,28348.0
5497.0,308.0,37.0,2118.0,473.0,423.0,26882.0,54.93,26903.0
5394.0,300.0,38.0,2066.0,440.0,398.0,25467.0,53.25,25473.0
5383.0,300.0,237.0,1209.0,369.0,339.0,24463.0,51.53,24501.0
5427.0,297.0,279.0,864.0,227.0,259.0,24058.0,50.54,24100.0
5642.0,293.0,279.0,771.0,90.0,384.0,23807.0,49.39,23868.0
5725.0,295.0,248.0,930.0,55.0,111.0,24214.0,50.86,24175.0
5630.0,281.0,247.0,1832.0,53.0,71.0,25593.0,54.04,25696.0
6412.0,302.0,90.0,1965.0,228.0,304.0,27991.0,54.0,27998.0
6528.0,295.0,0.0,2828.0,844.0,1039.0,30317.0,55.23,30312.0
6931.0,288.0,0.0,3590.0,2024.0,2464.0,31901.0,55.39,31637.0
6918.0,272.0,0.0,3781.0,3279.0,3684.0,32733.0,54.9,32480.0
7127.0,301.0,0.0,4011.0,3882.0,4316.0,33371.0,54.04,33123.0
7017.0,293.0,0.0,4263.0,4203.0,4511.0,34003.0,54.53,33765.0
6876.0,295.0,0.0,3637.0,4453.0,4419.0,33995.0,54.04,34006.0
6683.0,297.0,0.0,2436.0,4440.0,4232.0,32791.0,51.65,32984.0
6728.0,298.0,0.0,1854.0,4234.0,4086.0,32013.0,50.34,32237.0
6921.0,296.0,0.0,1602.0,3815.0,3895.0,31924.0,50.15,32535.0
7087.0,294.0,0.0,1409.0,3182.0,3538.0,31912.0,50.15,32419.0
7121.0,295.0,0.0,1044.0,2488.0,2856.0,31447.0,50.15,31920.0
7065.0,296.0,0.0,1128.0,1761.0,1995.0,30943.0,50.54,31385.0
6853.0,311.0,0.0,1761.0,892.0,1152.0,30613.0,51.47,30702.0
6948.0,322.0,0.0,2147.0,441.0,602.0,30931.0,54.0,30862.0
6777.0,327.0,0.0,1592.0,353.0,392.0,29817.0,52.71,30100.0
6176.0,324.0,0.0,1427.0,313.0,369.0,27903.0,52.53,27847.0
4816.0,303.0,0.0,2266.0,222.0,368.0,26740.0,54.9,26742.0
4442.0,294.0,0.0,2318.0,157.0,271.0,25153.0,54.04,25343.0
4422.0,287.0,0.0,2060.0,158.0,165.0,24032.0,53.25,24116.0
4533.0,279.0,0.0,1876.0,156.0,150.0,23446.0,52.79,23474.0
4410.0,274.0,0.0,1772.0,130.0,121.0,22984.0,52.02,23027.0
4197.0,264.0,0.0,1424.0,96.0,54.0,22694.0,51.57,22790.0
4283.0,259.0,145.0,1202.0,71.0,64.0,22599.0,50.31,22741.0
4450.0,257.0,327.0,919.0,219.0,330.0,22894.0,47.91,23055.0
4472.0,252.0,140.0,1370.0,869.0,1180.0,24807.0,47.9,24930.0
4151.0,259.0,0.0,2063.0,2078.0,2417.0,27041.0,51.04,27125.0
4049.0,261.0,0.0,1811.0,3610.0,3568.0,28596.0,50.5,28814.0
4045.0,261.0,1.0,1671.0,4275.0,4216.0,29102.0,47.62,29495.0
3938.0,261.0,266.0,1447.0,4598.0,4563.0,29440.0,44.59,29802.0
3976.0,262.0,350.0,1424.0,4860.0,4739.0,29661.0,42.74,30029.0
4022.0,259.0,353.0,1312.0,4701.0,4656.0,29055.0,41.32,29402.0
3864.0,257.0,144.0,1045.0,4464.0,4473.0,27883.0,40.6,28262.0
3971.0,257.0,561.0,952.0,3953.0,4154.0,27190.0,38.58,27656.0
4121.0,244.0,475.0,981.0,3289.0,3526.0,27078.0,39.6,27451.0
4423.0,255.0,498.0,1020.0,2562.0,2706.0,27047.0,41.0,27200.0
4507.0,257.0,94.0,928.0,1596.0,1809.0,27012.0,41.98,27093.0
4646.0,258.0,0.0,1625.0,720.0,1060.0,27246.0,46.0,27050.0
4799.0,254.0,0.0,2722.0,354.0,505.0,28341.0,51.94,28142.0
4762.0,235.0,0.0,2831.0,343.0,302.0,27862.0,51.83,27853.0
4778.0,235.0,0.0,1990.0,330.0,283.0,26021.0,50.38,26071.0
4344.0,234.0,0.0,1674.0,265.0,251.0,24471.0,50.54,24504.0
4591.0,233.0,0.0,1261.0,224.0,216.0,23166.0,45.27,23086.0
4328.0,233.0,268.0,1131.0,161.0,153.0,22072.0,42.41,22037.0
4409.0,233.0,509.0,1045.0,129.0,139.0,21411.0,42.36,21384.0
4657.0,231.0,511.0,871.0,91.0,127.0,21041.0,42.16,20973.0
4829.0,233.0,527.0,837.0,73.0,33.0,20839.0,42.16,20780.0
4620.0,234.0,527.0,849.0,60.0,43.0,20504.0,42.1,20596.0
4773.0,237.0,979.0,976.0,185.0,289.0,20355.0,41.39,20287.0
4585.0,237.0,325.0,1034.0,631.0,964.0,21432.0,42.16,21337.0
4262.0,237.0,0.0,1433.0,1450.0,1721.0,23150.0,45.27,23156.0
4051.0,237.0,0.0,1661.0,2231.0,2453.0,24756.0,47.9,24794.0
3792.0,237.0,0.0,1331.0,2541.0,2782.0,25433.0,45.0,25714.0
3715.0,237.0,238.0,1379.0,2676.0,3088.0,25880.0,42.41,26195.0
3784.0,234.0,65.0,1445.0,2622.0,3220.0,26186.0,42.16,26604.0
3503.0,232.0,209.0,1096.0,2894.0,3205.0,26094.0,42.16,26496.0
3517.0,233.0,725.0,1099.0,2885.0,2979.0,24910.0,39.21,25350.0
3802.0,233.0,1179.0,1239.0,2699.0,2660.0,24066.0,38.1,24864.0
4002.0,235.0,945.0,1194.0,2154.0,2333.0,23818.0,38.58,24658.0
3953.0,235.0,562.0,1201.0,1634.0,1905.0,24002.0,39.21,24708.0
4072.0,235.0,112.0,1546.0,1092.0,1257.0,24439.0,42.39,24983.0
3920.0,236.0,0.0,1980.0,527.0,532.0,25220.0,50.54,25517.0
4309.0,236.0,0.0,3621.0,105.0,184.0,27085.0,55.68,26981.0
4595.0,239.0,0.0,3654.0,77.0,218.0,27467.0,56.9,27547.0
4501.0,242.0,0.0,2999.0,58.0,220.0,25629.0,55.68,25783.0
4709.0,241.0,93.0,1322.0,47.0,226.0,23807.0,52.17,23987.0
4994.0,241.0,278.0,987.0,47.0,187.0,22565.0,49.6,22672.0
4974.0,239.0,370.0,951.0,48.0,36.0,21794.0,46.95,21933.0
4902.0,236.0,309.0,951.0,47.0,15.0,21438.0,45.4,21641.0
5018.0,238.0,157.0,925.0,47.0,14.0,21468.0,45.27,21628.0
5151.0,241.0,0.0,1038.0,46.0,11.0,22049.0,48.07,22262.0
5470.0,238.0,0.0,1602.0,47.0,38.0,24114.0,52.06,24331.0
6106.0,255.0,0.0,2328.0,143.0,221.0,26921.0,52.71,27059.0
6364.0,289.0,0.0,3985.0,510.0,755.0,29403.0,54.09,29674.0
6388.0,302.0,0.0,4690.0,1180.0,1650.0,30974.0,55.1,31079.0
6532.0,314.0,0.0,5132.0,2020.0,2461.0,31817.0,55.39,31721.0
6413.0,315.0,0.0,4643.0,2608.0,2850.0,32151.0,55.3,32168.0
6492.0,314.0,0.0,4971.0,2959.0,3055.0,32651.0,55.69,32664.0
6366.0,315.0,0.0,4046.0,3277.0,3148.0,32640.0,55.01,32772.0
6272.0,325.0,0.0,2832.0,3566.0,3178.0,31584.0,54.09,31778.0
6058.0,324.0,0.0,2553.0,3635.0,3167.0,30870.0,53.73,31104.0
5991.0,320.0,0.0,2242.0,3454.0,3049.0,30796.0,53.0,30969.0
5925.0,324.0,0.0,2491.0,3110.0,2768.0,30768.0,52.71,30952.0
6092.0,322.0,0.0,2220.0,2611.0,2337.0,30435.0,52.16,30513.0
6151.0,328.0,0.0,2534.0,1887.0,1793.0,30156.0,52.23,30216.0
6184.0,329.0,0.0,2963.0,1061.0,1096.0,30108.0,53.9,30315.0
6117.0,327.0,0.0,3910.0,509.0,606.0,30667.0,54.93,31026.0
5993.0,330.0,0.0,3279.0,352.0,345.0,29518.0,54.04,29582.0
5843.0,328.0,0.0,2165.0,333.0,287.0,27136.0,53.01,27118.0
5327.0,313.0,0.0,1734.0,285.0,217.0,25818.0,54.09,25513.0
5474.0,305.0,0.0,1237.0,218.0,179.0,24425.0,51.66,24272.0
5348.0,304.0,118.0,1054.0,135.0,183.0,23571.0,50.54,23363.0
5349.0,298.0,147.0,1018.0,42.0,118.0,23271.0,49.6,23034.0
5461.0,292.0,147.0,977.0,41.0,73.0,23123.0,49.51,22943.0
5207.0,305.0,108.0,977.0,41.0,52.0,23412.0,50.3,23322.0
5481.0,308.0,23.0,1431.0,39.0,51.0,25034.0,52.73,24937.0
5970.0,307.0,0.0,1989.0,165.0,282.0,27527.0,54.53,27415.0
6570.0,311.0,0.0,3333.0,773.0,1015.0,29774.0,54.93,29481.0
6487.0,315.0,0.0,3876.0,2174.0,2295.0,31031.0,55.02,30853.0
6383.0,321.0,0.0,4452.0,3435.0,3579.0,31826.0,54.09,31613.0
6467.0,324.0,0.0,4358.0,4165.0,3976.0,32264.0,54.1,31921.0
6464.0,326.0,0.0,4380.0,4492.0,4206.0,32808.0,55.02,32366.0
6651.0,329.0,0.0,4133.0,4554.0,4401.0,32742.0,55.73,32454.0
6627.0,330.0,62.0,2673.0,4555.0,4499.0,31730.0,54.93,31443.0
6681.0,315.0,147.0,2108.0,4388.0,4382.0,30895.0,54.48,30791.0
6644.0,309.0,147.0,1627.0,4146.0,4162.0,30826.0,54.09,30648.0
6771.0,313.0,297.0,1446.0,3736.0,3704.0,30925.0,53.7,30652.0
6855.0,319.0,503.0,1420.0,3361.0,3071.0,30495.0,52.04,30303.0
6745.0,319.0,537.0,1146.0,2829.0,2390.0,30213.0,52.01,30035.0
6834.0,329.0,457.0,1407.0,1812.0,1518.0,30081.0,52.53,30158.0
6965.0,328.0,147.0,1878.0,903.0,892.0,30468.0,54.09,30920.0
6913.0,329.0,91.0,1677.0,609.0,635.0,29498.0,52.07,29665.0
6372.0,328.0,3.0,1382.0,541.0,520.0,27143.0,52.01,27210.0
5437.0,308.0,0.0,1288.0,522.0,522.0,25653.0,54.04,25758.0
5315.0,299.0,72.0,1300.0,521.0,530.0,24313.0,51.57,24493.0
5440.0,298.0,147.0,928.0,504.0,482.0,23453.0,49.46,23574.0
5288.0,298.0,147.0,821.0,490.0,480.0,23092.0,48.34,23217.0
5262.0,281.0,147.0,704.0,474.0,449.0,22969.0,47.91,23088.0
5555.0,291.0,147.0,651.0,433.0,415.0,23210.0,50.0,23464.0
5534.0,291.0,20.0,1326.0,362.0,348.0,24865.0,54.12,25016.0
5987.0,294.0,0.0,1559.0,365.0,482.0,27216.0,54.93,27503.0
6588.0,290.0,0.0,2544.0,1092.0,1377.0,29511.0,55.39,29705.0
6427.0,293.0,0.0,2856.0,3031.0,2824.0,30904.0,55.0,30876.0
6428.0,296.0,0.0,2946.0,4268.0,4125.0,31898.0,54.48,31627.0
6530.0,299.0,0.0,3202.0,4660.0,4706.0,32358.0,54.48,32012.0
6497.0,302.0,0.0,3375.0,4946.0,5007.0,32735.0,55.0,32534.0
6417.0,313.0,0.0,3123.0,4996.0,5010.0,32793.0,55.31,32566.0
6073.0,314.0,3.0,2676.0,4767.0,4793.0,31965.0,54.93,31611.0
6394.0,317.0,98.0,2043.0,4523.0,4623.0,31473.0,54.93,30965.0
6426.0,320.0,98.0,1648.0,4410.0,4361.0,31648.0,54.5,30798.0
6465.0,317.0,98.0,1575.0,4112.0,3949.0,31745.0,54.53,30825.0
6496.0,320.0,79.0,1305.0,3739.0,3356.0,31437.0,54.48,30504.0
6502.0,320.0,0.0,1119.0,3080.0,2568.0,31108.0,54.48,30302.0
6411.0,318.0,0.0,1542.0,2127.0,1595.0,31060.0,55.02,30255.0
6631.0,319.0,0.0,2013.0,1156.0,904.0,31107.0,56.3,30834.0
6753.0,321.0,0.0,1787.0,620.0,626.0,29938.0,54.8,29737.0
6648.0,321.0,51.0,1191.0,571.0,561.0,27465.0,54.45,27407.0
5670.0,287.0,66.0,776.0,30.0,10.0,26483.0,59.58,27186.0
5565.0,286.0,511.0,478.0,30.0,10.0,24192.0,53.98,24948.0
5399.0,282.0,1056.0,442.0,30.0,10.0,22472.0,52.11,23137.0
5208.0,280.0,1920.0,396.0,30.0,10.0,21530.0,48.14,21928.0
4949.0,277.0,2340.0,340.0,31.0,8.0,21168.0,46.74,21436.0
5067.0,267.0,2301.0,519.0,31.0,8.0,21070.0,48.41,21116.0
5271.0,267.0,1351.0,1378.0,30.0,8.0,21391.0,53.29,21182.0
5356.0,268.0,1001.0,1680.0,44.0,26.0,22452.0,60.15,21298.0
5675.0,262.0,682.0,1219.0,57.0,70.0,22804.0,63.2,21117.0
6299.0,267.0,484.0,1866.0,566.0,514.0,24629.0,66.21,22962.0
6686.0,265.0,355.0,2373.0,1513.0,1373.0,26449.0,70.55,24987.0
6351.0,261.0,5.0,2177.0,2390.0,2302.0,27131.0,71.0,25897.0
6019.0,265.0,67.0,2211.0,2947.0,2931.0,26852.0,71.51,25983.0
6075.0,268.0,414.0,1694.0,3201.0,3264.0,26987.0,70.99,26357.0
6013.0,268.0,486.0,1720.0,3268.0,3257.0,26313.0,68.53,25944.0
6167.0,267.0,965.0,1317.0,3167.0,2931.0,24900.0,65.62,24642.0
6248.0,268.0,914.0,1402.0,2596.0,2184.0,24261.0,66.21,24168.0
6632.0,267.0,753.0,2095.0,1246.0,1076.0,24628.0,70.55,24732.0
6440.0,267.0,36.0,3289.0,305.0,353.0,27130.0,73.87,27156.0
6625.0,266.0,0.0,4200.0,116.0,64.0,28605.0,74.69,28554.0
6873.0,263.0,0.0,4135.0,72.0,25.0,29498.0,75.1,29495.0
7098.0,262.0,0.0,4304.0,51.0,16.0,30080.0,75.1,30074.0
6876.0,266.0,0.0,4044.0,44.0,10.0,29736.0,73.87,29750.0
7188.0,266.0,0.0,2861.0,44.0,10.0,27790.0,71.69,28327.0
3943.0,245.0,1084.0,1920.0,25.0,1.0,25474.0,43.31,25184.0
4083.0,216.0,2524.0,1520.0,25.0,7.0,23776.0,37.01,23442.0
4379.0,199.0,3304.0,1449.0,25.0,2.0,22921.0,33.84,22640.0
4452.0,199.0,3324.0,1311.0,24.0,2.0,22526.0,31.0,22205.0
4080.0,199.0,3082.0,1454.0,23.0,1.0,22400.0,30.4,22223.0
3913.0,200.0,2851.0,1461.0,23.0,1.0,23185.0,33.76,23070.0
4111.0,196.0,1412.0,1615.0,21.0,4.0,26275.0,40.01,26102.0
4765.0,206.0,61.0,2210.0,43.0,51.0,31054.0,50.24,31141.0
5031.0,247.0,38.0,3577.0,125.0,173.0,33939.0,60.1,34317.0
5399.0,255.0,38.0,3261.0,954.0,909.0,35141.0,60.71,35101.0
5045.0,259.0,38.0,2773.0,1871.0,1927.0,35390.0,60.51,35418.0
4835.0,259.0,38.0,2107.0,2795.0,2759.0,35185.0,58.28,35119.0
4832.0,255.0,38.0,1507.0,3337.0,3391.0,34663.0,52.58,34846.0
4473.0,255.0,139.0,1372.0,3521.0,3478.0,34351.0,50.24,34658.0
4262.0,255.0,458.0,1267.0,3526.0,3412.0,33205.0,49.73,33233.0
4201.0,262.0,501.0,1226.0,3469.0,3252.0,32676.0,48.89,32614.0
4133.0,269.0,659.0,1262.0,3217.0,2728.0,32238.0,48.5,32444.0
4519.0,268.0,469.0,1476.0,2319.0,1871.0,32023.0,49.73,32454.0
5126.0,268.0,83.0,2314.0,784.0,799.0,32862.0,58.19,33493.0
5465.0,270.0,0.0,3763.0,160.0,397.0,35060.0,62.25,35760.0
5465.0,270.0,0.0,4293.0,84.0,194.0,35577.0,64.69,36133.0
4922.0,271.0,0.0,3080.0,36.0,58.0,34862.0,60.69,35271.0
4597.0,279.0,0.0,2299.0,33.0,11.0,32222.0,56.98,32604.0
3995.0,303.0,51.0,1761.0,33.0,12.0,29242.0,50.24,29336.0
3784.0,242.0,1897.0,1184.0,28.0,3.0,24731.0,31.33,24976.0
3939.0,220.0,2239.0,1389.0,28.0,8.0,23193.0,29.04,23264.0
3873.0,213.0,1903.0,1014.0,28.0,12.0,22075.0,27.99,22316.0
3785.0,216.0,2206.0,900.0,28.0,16.0,21542.0,25.35,21899.0
3705.0,230.0,2164.0,807.0,25.0,10.0,21653.0,27.3,21873.0
3726.0,238.0,2155.0,805.0,19.0,2.0,22435.0,29.07,22664.0
4107.0,237.0,1279.0,1232.0,18.0,2.0,25307.0,34.98,25463.0
4292.0,254.0,294.0,1884.0,31.0,35.0,29277.0,42.4,29185.0
4233.0,283.0,54.0,2624.0,202.0,341.0,31872.0,44.28,31990.0
4082.0,275.0,0.0,3099.0,822.0,1041.0,32954.0,47.03,33669.0
4106.0,282.0,1.0,2844.0,1689.0,1815.0,33366.0,46.58,34167.0
4135.0,282.0,1.0,2596.0,2326.0,2167.0,33250.0,46.36,34093.0
4191.0,291.0,206.0,2617.0,2915.0,2720.0,33005.0,46.86,33829.0
3990.0,300.0,581.0,1756.0,3116.0,3095.0,32650.0,46.7,33624.0
3933.0,305.0,753.0,1454.0,3039.0,3079.0,31519.0,45.1,32411.0
4106.0,300.0,1025.0,1690.0,2686.0,2809.0,31057.0,43.2,31691.0
4112.0,298.0,652.0,1798.0,2274.0,2341.0,30500.0,42.91,31169.0
4181.0,299.0,385.0,2175.0,1678.0,1588.0,30282.0,46.15,30894.0
4516.0,303.0,311.0,3565.0,840.0,694.0,30327.0,49.59,30915.0
4705.0,311.0,0.0,6172.0,214.0,231.0,32949.0,55.1,33244.0
4484.0,305.0,0.0,6112.0,103.0,163.0,34449.0,55.58,34471.0
4486.0,310.0,0.0,5067.0,62.0,105.0,33564.0,54.01,33917.0
4373.0,319.0,28.0,3236.0,59.0,0.0,31156.0,48.87,31439.0
4280.0,321.0,320.0,1816.0,58.0,1.0,28259.0,46.1,28476.0
4116.0,273.0,469.0,1094.0,675.0,574.0,25691.0,33.81,25761.0
4068.0,272.0,1434.0,692.0,673.0,573.0,24103.0,30.59,24202.0
3918.0,273.0,2396.0,723.0,671.0,552.0,23122.0,30.26,23210.0
3902.0,269.0,2966.0,639.0,670.0,545.0,22636.0,29.27,22823.0
3804.0,273.0,3156.0,512.0,639.0,506.0,22535.0,29.07,22698.0
3992.0,270.0,2750.0,664.0,554.0,405.0,23109.0,30.34,23136.0
4099.0,271.0,978.0,970.0,364.0,178.0,25406.0,37.0,25394.0
4600.0,284.0,55.0,1717.0,186.0,293.0,28960.0,44.22,29058.0
4277.0,291.0,0.0,2493.0,415.0,766.0,30672.0,45.5,30991.0
4149.0,293.0,0.0,3012.0,1776.0,1812.0,31468.0,42.71,31791.0
3793.0,293.0,108.0,2384.0,4114.0,3870.0,31612.0,40.97,31862.0
3972.0,293.0,177.0,2221.0,5056.0,4787.0,31707.0,39.1,31721.0
3956.0,295.0,336.0,1605.0,5353.0,5419.0,31724.0,39.68,31755.0
3877.0,293.0,358.0,1386.0,5508.0,5612.0,31506.0,37.38,31435.0
3822.0,274.0,670.0,1654.0,5531.0,5555.0,30509.0,36.56,30326.0
4125.0,273.0,514.0,1585.0,5418.0,5438.0,29900.0,36.47,29666.0
4002.0,286.0,484.0,1437.0,5201.0,5282.0,29565.0,36.47,29346.0
4024.0,295.0,346.0,1467.0,4753.0,4889.0,29340.0,36.45,29096.0
4100.0,295.0,331.0,1629.0,4043.0,4106.0,28777.0,38.05,28671.0
4345.0,300.0,268.0,1718.0,2786.0,2649.0,28870.0,40.99,28791.0
4491.0,308.0,0.0,2549.0,1172.0,1190.0,30313.0,44.34,30561.0
4601.0,297.0,0.0,3951.0,626.0,658.0,32202.0,48.52,32544.0
4590.0,295.0,0.0,1967.0,566.0,586.0,29819.0,45.34,29965.0
4330.0,289.0,93.0,1324.0,562.0,583.0,27349.0,37.89,27449.0
3619.0,288.0,295.0,1026.0,140.0,134.0,25753.0,37.68,25159.0
3726.0,280.0,1058.0,955.0,138.0,181.0,24381.0,36.45,23860.0
3719.0,274.0,1103.0,602.0,136.0,217.0,23172.0,35.46,22844.0
3562.0,271.0,1502.0,616.0,137.0,132.0,22452.0,35.46,22231.0
3460.0,275.0,2274.0,550.0,119.0,102.0,22054.0,34.73,21923.0
3665.0,263.0,2219.0,722.0,90.0,76.0,22118.0,35.33,21786.0
3604.0,262.0,1593.0,560.0,79.0,68.0,22430.0,35.83,21974.0
3442.0,257.0,1599.0,584.0,179.0,207.0,22805.0,36.4,22155.0
3583.0,257.0,795.0,1075.0,899.0,994.0,24486.0,36.47,23729.0
3684.0,256.0,127.0,1138.0,2155.0,2540.0,26615.0,36.67,25961.0
3507.0,256.0,107.0,923.0,3371.0,3783.0,27887.0,36.68,27390.0
3482.0,255.0,185.0,1021.0,4289.0,4415.0,28250.0,36.88,27872.0
3487.0,255.0,129.0,837.0,4892.0,4635.0,28081.0,37.68,27961.0
3294.0,246.0,6.0,889.0,5098.0,4654.0,28021.0,38.6,28070.0
3317.0,241.0,171.0,915.0,4973.0,4684.0,27255.0,41.5,27274.0
